title,uuid,tags,links,last_mod_dt,word_count
Thinking With Pen In Hand,['202106301816'],"['#thinking-skills', '#note-taking', '#zettelkasting']","['[[202106301816]]', '[[202106291000]]', '[[201910211559]]', '[[202005060856]]', '[[202106241737]]', '[[202104240939]]', '[[202106261520]]', '[[202008222026]]']",Wed Dec 27 19:58:07 2023,388
Read Like A Bird Of Prey,['202105090613'],"['#reading-strategies', '#metaphor', '#article', '#Austin_Kleon']","['[[202105090613]]', '[[202105090618]]', '[[202105241531]]', '[[202105122035]]']",Mon Jan 22 06:06:59 2024,278
S-Writing Skills,['202005242018'],"['#writing', '#skill', '#sub-hub']","['[[202005242018]]', '[[202406140607]]', '[[202304292017]]', '[[202305120900]]', '[[202005242019]]', '[[202403230611]]', '[[202001271313]]', '[[202006090936]]', '[[202006160738]]', '[[202006160738]]', '[[202105131547]]', '[[202110312043]]', '[[202110280509]]', '[[202210072001]]', '[[202301142155]]', '[[202304130824]]', '[[202303131513]]', '[[202301240931]]', '[[202103140710]]', '[[202302162136]]', '[[202303131513]]', '[[202303131644]]', '[[202405090553]]', '[[202308091828]]', '[[202006091055]]', '[[202006091108]]', '[[202008180603]]', '[[202009010733]]', '[[202103250815]]', '[[201911261440]]', '[[202306102044]]', '[[202204210717]]', '[[202209290831]]', '[[202401271852]]', '[[202204121204]]', '[[202302040606]]', '[[202302281758]]', '[[202212091539]]', '[[202312231953]]', '[[202404040625]]', '[[202403130807]]', '[[202312291647]]', '[[202308180551]]', '[[202306091958]]', '[[202302040618]]', '[[202204010746]]', '[[202209141623]]', '[[201906241735]]', '[[201904090955]]', '[[201906251617]]', '[[202001211641]]', '[[202006020725]]', '[[202006191522]]', '[[202005060856]]', '[[202010042038]]', '[[202102111958]]', '[[202110241005]]', '[[202110302000]]', '[[202005111635]]', '[[202304210957]]', '[[202401121458]]', '[[202310250804]]', '[[202309181654]]', '[[202312130905]]', '[[202306121931]]', '[[202210072027]]', '[[202303181732]]', '[[202305290924]]', '[[202405300544]]', '[[202311282055]]', '[[202311131220]]', '[[202103300546]]', '[[202103280753]]', '[[202012261545]]', '[[202103290553]]', '[[202303021039]]', '[[202303131513]]', '[[202303120831]]', '[[202006301023]]', '[[202211060904]]', '[[202209111006]]', '[[202304092037]]', '[[202202101020]]', '[[202204280820]]', '[[202303091654]]', '[[202303221435]]', '[[202308240713]]']",Mon Jun 17 05:17:37 2024,1367
Clouds Cover Snowfields,['202110171657'],"['#writing', '#beautiful-language']","['[[202110171657]]', '[[202003291526]]']",Fri Feb 03 09:09:29 2023,66
Go For A Walk Bibliography,['202003312011'],['#sauntering-essay'],"['[[202004021433]]', '[[202003311652]]', '[[202104230922]]', '[[202003312011]]']",Wed Dec 27 20:17:21 2023,154
Writing with authenticity,['202004201512'],['#literature'],"['[[202004201512]]', '[[201811151029]]', '[[202105040806]]']",Wed Apr 26 08:40:19 2023,67
Adventure Narratives,['202009140805'],"['#writing', '#environmental', '#ENGL316']","['[[202009140805]]', '[[201911251103]]', '[[202009061802]]', '[[202002162044]]', '[[202003190900]]', '[[202008061946]]']",Wed Dec 27 20:17:21 2023,129
Pareto Principle tied to note-taking,['202406072026'],"['#note-taking', '#zettelkasting', '#meta-ZK', '#forum-post', '#2024-06-01T2026)']","['[[202406072026]]', '[[201812311404]]', '[[202001021620]]']",Tue Jun 18 20:31:12 2024,396
"C-EDCI445 January 29, 2024 -",['202401241636'],"['#class-notes', '#literature', '#EDCI445']","['[[202401241636]]', '[[202211171832]]', '[[202312070644]]', '[[202312182136]]']",Mon Jan 29 18:39:19 2024,426
The Creative Process of Synthesizing Ideas,['202406231127'],['#proofing'],"['[[202406231127]]', '[[202406212059]]', '[[202406220431]]', '[[202305170618]]', '[[202106241739]]']",Tue Jun 25 05:18:09 2024,1239
Luhmann's system,['201908131521'],"['#systems-thinking', '#Comment_3202', '#zettelkasting']","['[[202008271702]]', '[[202105221643]]', '[[202006280746]]', '[[201908131521]]']",Wed Dec 27 19:58:07 2023,373
Story Skill: Be Present,['202012231002'],"['#writing', '#beautiful-language']","['[[202012231002]]', '[[201903041559]]', '[[202012151742]]', '[[202012051631]]', '[[201902041012]]', '[[202012230627]]', '[[202012240915]]', '[[202012231619]]', '[[202006230814]]', '[[202012132034]]', '[[202012291805]]']",Wed Dec 27 20:56:54 2023,384
Earliest Memories As A Writer-Reader,['202201200856'],"['#JAMM328', '#meta-reading']","['[[202201200856]]', '[[202106192052]]', '[[202201141804]]']",Sun Jul 16 06:13:57 2023,307
A-The intelligent use of space,['201903011645'],"['#article,', '#thinking-skills', '#skill', '#AI']","['[[201903011645]]', '[[202312270523]]', '[[201903040848]]', '[[201903040858]]', '[[201903040904]]', '[[201903040937]]', '[[201903040942]]', '[[201903040955]]', '[[201903041004]]', '[[201903041010]]', '[[201903041018]]', '[[201903041041]]', '[[201903041049]]', '[[201903041056]]', '[[201903041105]]', '[[201903041557]]', '[[201903041559]]', '[[201903041612]]', '[[201903041618]]', '[[201903041645]]', '[[201903041650]]', '[[201903041708]]', '[[201903041713]]', '[[201903051126]]', '[[201903051139]]', '[[201903051149]]', '[[201903051200]]', '[[202102210733]]', '[[202105240548]]', '[[202106271726]]']",Thu Dec 28 08:02:42 2023,280
A-Why Books Don't Work,['202005241715'],"['#v=onepage&q&f=false', '#article']","['[[202304132125]]', '[[202306091955]]', '[[202005242035]]', '[[202005242030]]', '[[202005241715]]', '[[202003291526]]']",Wed Dec 27 19:58:07 2023,454
"C-ENGL501 February 13, 2023",['202302062021'],"['#class-notes', '#food', '#cooking', '#writing', '#ENGL501']","['[[202302062021]]', '[[202211171832]]', '[[202211270741]]', '[[202302082008]]', '[[202301312105]]']",Wed Dec 27 19:58:07 2023,417
Network States,['202109220804'],['#mental-models'],"['[[202109220804]]', '[[202109220828]]']",Fri Feb 03 09:09:30 2023,74
Individualism in knowledge work,['202308310843'],"['#zettelkasting', '#cognition', '#Comment_18560)']","['[[202308310843]]', '[[202204301102]]', '[[201903051126]]', '[[202308200747]]', '[[202204301205]]']",Sat Dec 09 07:34:42 2023,483
Romance in Food Writing,['202304130824'],"['#food', '#writing-tip']","['[[202304130824]]', '[[202304130822]]', '[[202301300800]]', '[[202304121922]]']",Wed Dec 27 19:58:07 2023,192
Technological vs Biological Evolution,['202308200741'],"['#economics', '#sociology']","['[[202308200741]]', '[[202007202002]]', '[[202305211319]]', '[[202305312007]]', '[[202305122050]]']",Wed Dec 27 19:58:07 2023,208
Bias blind spot,['201905140828'],"['#thinking-skills', '#biases']","['[[202003040653]]', '[[202107141348]]', '[[201905140828]]']",Thu Mar 14 14:39:18 2024,61
S-Practice In Secret,['202003262054'],"['#sub-hub', '#craftsmanship', '#zen', '#dzogchen', '#ENGL393']","['[[202003262054]]', '[[202012281549]]', '[[202402031734]]', '[[201912120932]]', '[[201903230512]]', '[[201910151039]]', '[[201910311657]]', '[[201903230512]]', '[[202011090711]]', '[[202106111813]]', '[[202005240910]]', '[[201905281741]]', '[[202401271852]]', '[[202310221837]]', '[[202406031133]]', '[[202403120808]]', '[[202404282059]]', '[[202403270759]]', '[[202009141201]]', '[[202105102006]]', '[[202310221837]]', '[[202402130626]]', '[[202404111709]]', '[[202312210706]]', '[[202406100442]]', '[[202401081029]]', '[[202312240841]]', '[[202208071032]]', '[[202007202019]]', '[[202101080715]]', '[[202307061039]]', '[[202208140845]]', '[[201912120932]]', '[[201910151039]]', '[[201903230512]]', '[[202006051950]]', '[[202007010631]]', '[[202007311413]]', '[[201901301240]]', '[[202209090832]]']",Mon Jun 17 05:01:59 2024,812
"C-ENGL473 April 8, 2021",['202104061528'],"['#classnotes', '#ENGL473']","['[[202104061528]]', '[[202012212010]]', '[[202104061057]]', '[[202104061152]]', '[[202104071525]]', '[[202101081953]]', '[[202104090713]]', '[[202104061339]]', '[[202101081953]]']",Tue Mar 21 09:20:15 2023,210
No coming and going,['201907160721'],"['#zen,', '#uji,', '#mindfulness']","['[[201907160744]]', '[[201812251057]]', '[[201901291200]]', '[[201901021316]]', '[[201905022022]]', '[[201812170939]]', '[[201907160721]]']",Fri Feb 03 09:09:30 2023,189
Awareness co-mingling with experience,['201912190546'],"['#dzogchen,', '#zen']","['[[202009061358]]', '[[201912190543]]', '[[201912190546]]']",Wed Dec 27 20:17:21 2023,105
"Write Roughly, First",['202002281039'],"['#writing', '#skill']","['[[202003121747]]', '[[202301261044]]', '[[202304231749]]', '[[202305020828]]', '[[202305120900]]', '[[202002281039]]']",Fri May 12 09:24:03 2023,128
The dichotomy of activity and passivity,['202402080533'],"['#ideation', '#creativity', '#thinking', '#questions']","['[[202402080533]]', '[[202402020511]]']",Fri Feb 09 08:22:08 2024,359
B-Platte River,['202104082112'],"['#book', '#ENGL473', '#beautiful-language']","['[[202104082112]]', '[[202012212010]]', '[[202102012019]]', '[[202104091822]]']",Fri Feb 03 09:09:29 2023,513
Politicians,['201901031148'],['#stoicism'],"['[[201901031148]]', '[[201901070606]]', '[[201812241622]]', '[[201901021303]]']",Fri Feb 03 09:09:30 2023,101
An Angry Letter To Starbucks,['202105172056'],"['#humor', '#writing', '#flash']","['[[202105172056]]', '[[202105131635]]']",Sun May 07 08:50:38 2023,82
B-Proust And The Squid,['202308092038'],"['#book', '#meta-reading', '#epigraph']","['[[202308092038]]', '[[202205271644]]', '[[202105121536]]', '[[202206152136]]', '[[202308170746]]', '[[202308191543]]', '[[202012231628]]', '[[202308191508]]', '[[202405230517]]']",Thu May 23 05:31:01 2024,464
Complexities Of The Artist-Subject Relationship,['202104130803'],['#ENGL473'],"['[[202104130803]]', '[[202208051616]]']",Fri Feb 03 09:09:29 2023,109
Read Drafts Aloud Looking for Clarity ,['202305161728'],['#editing-tool'],"['[[202305161728]]', '[[202306101751]]', '[[202301241042]]', '[[202311300758]]', '[[202012122047]]', '[[202305262112]]', '[[202101021802]]', '[[202305281148]]', '[[202012170739]]']",Sun Dec 10 17:15:10 2023,361
Adding If and Else to List Comprehensions,['202305041811'],"['#python', '#tech-help', '#coding']","['[[202305041811]]', '[[202201180828]]', '[[202201301159]]', '[[202304280800]]']",Wed Dec 27 19:58:07 2023,230
Nature stimulates the default mode network,['202208051616'],['#philosophy'],"['[[202208051616]]', '[[202208051631]]', '[[202208050921]]', '[[202204010746]]', '[[202007121919]]', '[[201903041645]]', '[[202104020841]]', '[[202104130803]]', '[[202012231628]]', '[[201912101011]]']",Wed Dec 27 19:58:07 2023,289
Struck dumb,['202001011447'],['#haiku'],"['[[202001011457]]', '[[202001011447]]']",Wed Dec 27 20:17:21 2023,54
"C-EDCI445 January 22, 2024",['202401190717'],"['#class-notes', '#literature', '#EDCI445']","['[[202401190717]]', '[[202211171832]]', '[[202312070644]]', '[[202302210919]]', '[[202312182136]]', '[[202401191730]]', '[[202401191957]]', '[[202401081205]]']",Wed Jan 24 19:53:35 2024,177
Monk Morning Practice,['202005030743'],['#mindfulness'],"['[[202005030743]]', '[[202402031734]]', '[[202005030812]]', '[[201811151033]]', '[[202005030824]]', '[[202105161941]]', '[[202303260938]]', '[[202005020537]]', '[[202005030824]]', '[[201811151033]]', '[[202005030842]]', '[[202009070839]]', '[[202009042049]]', '[[202008291653]]', '[[202009100604]]', '[[202009100833]]', '[[202009100835]]']",Sat Feb 03 19:58:06 2024,442
Seeding opportunities,['201903041612'],['#thinking-skills'],"['[[201903041612]]', '[[201903011645]]']",Fri Feb 03 09:09:30 2023,57
Projects are Investments in Areas of Focus,['202205260705'],"['#project-management', '#insight', '#counter-argument', '#questions']","['[[202205260705]]', '[[202105102006]]', '[[202205301148]]', '[[202312261728]]', '[[202205311624]]', '[[202201011020]]', '[[202205311624]]', '[[202205301148]]', '[[202103260838]]', '[[202205261556]]', '[[202105300554]]', '[[202005020537]]', '[[202005030743]]', '[[202103111214]]', '[[202205261650]]', '[[202205301148]]', '[[202009071351]]', '[[202205261746]]']",Tue Dec 26 19:29:23 2023,819
» Nothing Can Last,['202011112105'],['#dzogchen'],"['[[202011112105]]', '[[201902280602]]']",Wed Dec 27 20:17:21 2023,102
Coming and going,['202003050521'],['#my-haiku'],"['[[201912181154]]', '[[202202071130]]', '[[202003050521]]']",Mon May 08 09:02:55 2023,110
Noticing - A Story Idea,['202012282115'],"['#writing', '#flash']","['[[202012282115]]', '[[202312011453]]', '[[202006091108]]', '[[202006230814]]', '[[202012180809]]', '[[202012231619]]', '[[201911261440]]']",Wed Dec 27 20:56:54 2023,178
On A Withered Branch,['201911241914'],['#haiku'],"['[[201911191000]]', '[[202001011100]]', '[[201911241914]]']",Sun Feb 19 09:01:15 2023,64
Rain Is A Interesting Noun,['202101051715'],"['#writing', '#flash', '#skill', '#beautiful-language', '#list']","['[[202101051715]]', '[[202107111234]]', '[[202104071525]]']",Wed Dec 27 20:56:54 2023,377
Forget planning for the end,['201811191724'],"['#writing', '#skill']","['[[201811191724]]', '[[201811191721]]']",Fri Feb 03 09:09:29 2023,37
Load file into a list,['202203031327'],"['#coding', '#python', '#list']","['[[202203031327]]', '[[202202031754]]', '[[202302011933]]']",Sat Feb 11 10:43:45 2023,108
Steering and Focusing Attention for Fulfillment,['202205130603'],"['#aspects-of-attention', '#Comment_15750']","['[[202205130603]]', '[[202205141425]]', '[[202205141427]]', '[[202205141428]]', '[[202205092052]]', '[[202105221453]]', '[[202012231619]]', '[[202205141439]]', '[[202205141442]]']",Mon Jun 03 17:10:44 2024,364
Zen - Chan - Seon,['201906131603'],['#zen'],"['[[201906131630]]', '[[201906131603]]']",Mon Feb 06 06:45:58 2023,68
Maintaining an Idea's Flywheel,['202311011103'],['#ideation'],"['[[202311011103]]', '[[202310152215]]', '[[202305080926]]', '[[202106132004]]']",Wed Nov 15 19:22:00 2023,228
Dancing With Ideas,['202102100614'],"['#blog-post', '#metaphor']","['[[202102100614]]', '[[202106040557]]', '[[202307170639]]', '[[202209141633]]', '[[202103141429]]', '[[202106271400]]', '[[202103260835]]']",Wed Dec 27 20:56:54 2023,428
Grave Peak,['202002141244'],"['#writing', '#environmental']","['[[202002141244]]', '[[202002141257]]', '[[202002141313]]', '[[202004211222]]', '[[202003030535]]']",Fri Feb 03 09:09:29 2023,106
Phenomena,['201905061208'],['#zen'],"['[[202310291159]]', '[[202212110742]]', '[[201905061208]]', '[[201901240530]]', '[[201904201412]]', '[[201902031947]]']",Wed Nov 08 11:17:31 2023,226
Stories take place in time,['202204121200'],"['#JAMM328', '#literary-device']","['[[202204121200]]', '[[201811171634]]']",Fri Feb 03 09:09:30 2023,84
Fast and Slow Causes of Death,['202311101857'],"['#science', '#medical', '#definition']","['[[202311101857]]', '[[202307130609]]', '[[202310132013]]']",Wed Dec 27 20:17:21 2023,241
2020 100 Things we're grateful for,['202101141043'],[],"['[[202101141043]]', '[[201902060546]]', '[[201901200707]]', '[[201903120542]]']",Wed Dec 27 20:56:54 2023,740
S-Solitude,['201902091432'],"['#definition', '#sauntering', '#solitude', '#sub-hub', '#silence']","['[[201902091432]]', '[[202402070735]]', '[[202401041524]]', '[[202401271929]]', '[[202403020840]]', '[[202401290839]]', '[[202406181613]]', '[[202108101600]]', '[[202011271219]]', '[[202011281526]]', '[[202011281552]]', '[[202011281647]]', '[[201902081652]]', '[[202011291124]]', '[[202011291123]]', '[[202011301042]]', '[[202305271716]]', '[[202209242025]]', '[[202103072028]]', '[[202401170715]]']",Thu Jun 20 04:43:07 2024,406
Tips On Critical Essay Writing,['202101141638'],"['#ENGL473', '#literary-criticism']","['[[202101141638]]', '[[202012212010]]', '[[202102111958]]', '[[201812171101]]', '[[202004281955]]', '[[202003311652]]', '[[202009042122]]', '[[202009122025]]', '[[202107111234]]', '[[202101150707]]', '[[202008090714]]', '[[202005040730]]', '[[202002091633]]', '[[202102100846]]', '[[202107081121]]', '[[202004281955]]', '[[202008180603]]', '[[202009100604]]', '[[202203271804]]', '[[202101150757]]']",Wed Dec 27 20:56:54 2023,1254
A-13 Cognitive Biases that Lead to Poor Decisions,['202305030842'],"['#mental-models', '#article', '#biases']","['[[202305030842]]', '[[201905140818]]', '[[201905140813]]', '[[201905140821]]', '[[201905140827]]', '[[201905140817]]', '[[201905140815]]', '[[201905140823]]', '[[201905140828]]', '[[201905140824]]', '[[201905140819]]', '[[201905140822]]', '[[201905140811]]', '[[201905140816]]']",Thu Mar 14 14:38:04 2024,112
Men who prescribe medicine,['201905040602'],"['#quote,', '#medical']","['[[201905040535]]', '[[202302231448]]', '[[201905040602]]']",Wed Dec 27 19:58:07 2023,85
S-Poetry In Literature,['202005080655'],['#sub-hub'],"['[[201907142051]]', '[[202001270859]]', '[[202009140752]]', '[[202005080655]]']",Wed Dec 27 20:17:21 2023,133
Polysyllabismic Obfuscationalization,['201912201507'],"['#definition', '#literary-device']","['[[201912201507]]', '[[202101051744]]']",Fri Feb 03 09:09:30 2023,68
Target Mentions in Zettelkasten,[],[],"['[[202105160502]]', '[[202105260734]]']",Fri Feb 03 09:09:30 2023,46
Reducing food waste has unintended consequences,['202307301122'],"['#food', '#economics', '#definition']","['[[202307301122]]', '[[202212282101]]', '[[202109220724]]']",Thu Aug 17 14:43:44 2023,495
Capturing Ideas,['202003061934'],"['#writing', '#skill']","['[[202003061934]]', '[[202205241313]]', '[[202003061937]]']",Wed Dec 27 20:17:21 2023,69
"C-ENGL473 April 15, 2021",['202104130943'],['#ENGL473'],"['[[202104130943]]', '[[202012212010]]', '[[202104131110]]', '[[202104020841]]']",Fri Feb 03 09:09:29 2023,115
The Curse of Knowledge,['201901180826'],"['#mental-models', '#mind-science', '#thinking-skills']","['[[201901180826]]', '[[202212032016]]', '[[201910281718]]', '[[201812271440]]', '[[201910311657]]', '[[202009090743]]', '[[202008061944]]']",Fri Feb 03 09:09:30 2023,152
L-Community Code Word List,['202401150859'],['#list'],['[[202401150859]]'],Tue Jun 11 05:51:45 2024,57
F-Refactoring to clarify confusion,['202110021647'],"['#forum-post', '#workflow', '#refactoring']","['[[202110021647]]', '[[202110141154]]', '[[202307240807]]', '[[202211200806]]', '[[202211140823]]', '[[202206241636]]', '[[202307080633]]', '[[202106070916]]', '[[202105300554]]']",Wed Dec 27 19:58:07 2023,545
